customer_id,order_id,product_id,order_date_day,promised_date_day,qty_ordered,plant_id,ship_date_day,delivery_date_day,qty_shipped,batch_id,business_unit,shipped,on_time_delivery,in_full_delivery,otif,backorder,month_index
CUST-00050,ORD-00013910,CM-GAD-B,162,201.2179292561775,428,PLT-NL,188.23646725832046,198.01902103363864,428,BATCH-000352,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00165,ORD-00013921,CM-GAD-B,160,200.20650778535426,637,PLT-NL,188.11785038177783,200.27134774216978,637,BATCH-000352,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00172,ORD-00015018,CM-IOD-A,156,191.02351597467504,830,PLT-SG,181.04706309093052,193.76792640299695,830,BATCH-000383,Diagnostic Imaging EMEA,True,False,True,False,False,5
CUST-00212,ORD-00015025,CM-IOD-A,160,196.68187329506577,1033,PLT-SG,179.8692585746649,192.10870956839335,1033,BATCH-000383,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00112,ORD-00015462,CM-IOD-B,173,206.2858046570787,978,PLT-IT,189.36015515630254,198.88000600515173,978,BATCH-000393,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00258,ORD-00016302,CM-IOD-B,160,194.49883709459212,1515,PLT-NL,185.06836173829333,194.88908738278354,1515,BATCH-000414,Diagnostic Imaging Americas,True,False,True,False,False,5
CUST-00178,ORD-00016335,CM-IOD-B,163,196.6452784288972,1068,PLT-NL,,,0,BATCH-000414,Diagnostic Imaging APAC,False,False,False,False,True,5
CUST-00075,ORD-00016884,CM-IOD-B,163,197.45906362387638,667,PLT-SG,189.32035365017282,202.08589236767773,667,BATCH-000427,Diagnostic Imaging EMEA,True,False,True,False,False,5
CUST-00126,ORD-00017592,CM-BAR-A,158,189.56584583441298,891,PLT-NL,174.2298541714709,183.64405601082703,891,BATCH-000445,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00116,ORD-00017597,CM-BAR-A,154,187.7622004957096,979,PLT-NL,172.275592174933,174.69815927963455,979,BATCH-000445,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00026,ORD-00017601,CM-BAR-A,153,184.00004430644256,825,PLT-NL,174.4538571962811,186.86775867634307,825,BATCH-000445,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00049,ORD-00019082,CM-BAR-B,179,211.4238783172911,1137,PLT-IT,195.8022852696994,204.11785190483417,1137,BATCH-000483,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00213,ORD-00019086,CM-BAR-B,176,206.8779335807864,694,PLT-IT,195.85466501770782,207.52759915722828,694,BATCH-000483,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00083,ORD-00019093,CM-BAR-B,178,208.26861475465142,553,PLT-IT,194.37283619468045,196.44536601981318,553,BATCH-000483,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00102,ORD-00019094,CM-BAR-B,177,207.85788976596137,658,PLT-IT,195.932729269992,198.92143583267588,658,BATCH-000483,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00080,ORD-00019503,CM-GAD-A,176,217.0516300628144,570,PLT-IT,201.88206898116266,214.01244777149168,570,BATCH-000494,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00151,ORD-00020675,CM-IOD-A,153,187.14676886198936,745,PLT-SG,174.23298059688267,186.5476514416129,745,BATCH-000524,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00144,ORD-00020677,CM-IOD-A,157,192.85928959729864,795,PLT-SG,,,0,BATCH-000524,Diagnostic Imaging EMEA,False,False,False,False,True,5
CUST-00029,ORD-00020704,CM-IOD-A,157,193.1900039519051,954,PLT-SG,176.7910345142906,180.96690992311252,954,BATCH-000524,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00252,ORD-00021056,CM-IOD-A,173,207.1612796319158,1209,PLT-IT,197.68306001577827,207.70873343557747,1209,BATCH-000534,Diagnostic Imaging Americas,True,False,True,False,False,5
CUST-00038,ORD-00021066,CM-IOD-A,171,206.31705701478288,1296,PLT-IT,193.54735902265907,197.39265754339414,1296,BATCH-000534,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00138,ORD-00021090,CM-IOD-A,170,205.60092958856302,1016,PLT-IT,195.6811215502113,198.41724667353864,1016,BATCH-000534,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00064,ORD-00021091,CM-IOD-A,172,206.3264984451135,1339,PLT-IT,196.9304542267703,199.95710771831864,1339,BATCH-000534,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00025,ORD-00021331,CM-GAD-B,179,221.6544341410462,654,PLT-NL,206.0717074651453,209.72349814701647,654,BATCH-000541,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00045,ORD-00021332,CM-GAD-B,178,218.26874123675336,822,PLT-NL,206.50005582446815,210.06717033755677,822,BATCH-000541,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00022,ORD-00021885,CM-IOD-B,162,197.0596895763721,693,PLT-NL,185.36988078772075,189.00145877492835,693,BATCH-000555,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00091,ORD-00021890,CM-IOD-B,166,203.0755796056325,579,PLT-NL,184.04240125440793,187.24761475232708,579,BATCH-000555,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00257,ORD-00021892,CM-IOD-B,166,201.58325074110294,842,PLT-NL,185.30272779698421,197.88129044555953,842,BATCH-000555,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00011,ORD-00022280,CM-BAR-A,173,206.54799873777174,965,PLT-SG,194.55606569373867,207.3188223711529,965,BATCH-000565,Diagnostic Imaging EMEA,True,False,True,False,False,5
CUST-00099,ORD-00023175,CM-BAR-A,164,195.78411175629572,920,PLT-NL,182.63783171841723,194.6465145544689,920,BATCH-000589,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00007,ORD-00023183,CM-BAR-A,166,195.60901147414023,776,PLT-NL,182.3639726906311,185.2418819059492,776,BATCH-000589,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00078,ORD-00023187,CM-BAR-A,166,198.2854306584533,935,PLT-NL,183.74821449419343,196.36726340547526,935,BATCH-000589,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00055,ORD-00023199,CM-BAR-A,166,197.22325842453895,1134,PLT-NL,180.89993100959603,190.2909094675637,1134,BATCH-000589,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00126,ORD-00023203,CM-BAR-A,165,197.9161451767302,1010,PLT-NL,182.73560879802355,191.2095933705421,1010,BATCH-000589,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00005,ORD-00024218,CM-GAD-B,151,189.12652334066814,1000,PLT-NL,176.3062921164368,178.27778547404913,658,BATCH-000614,Diagnostic Imaging EMEA,True,True,False,False,False,5
CUST-00177,ORD-00024229,CM-GAD-B,150,188.94459282824127,1022,PLT-NL,175.25532592086262,188.3104567130872,1022,BATCH-000614,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00045,ORD-00026477,CM-BAR-A,155,188.2691465219468,427,PLT-IT,176.06675669680916,179.9850283950078,427,BATCH-000666,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00184,ORD-00026504,CM-BAR-A,157,189.2805372190001,1103,PLT-IT,175.68192099264544,185.10870954870214,1103,BATCH-000666,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00230,ORD-00028666,CM-GAD-B,167,208.1940180967826,417,PLT-SG,196.0859037275968,211.20425438298022,417,BATCH-000721,Diagnostic Imaging Americas,True,False,True,False,False,5
CUST-00119,ORD-00028667,CM-GAD-B,169,209.50156826672372,570,PLT-SG,194.66366498032738,207.8415557060657,570,BATCH-000721,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00034,ORD-00028677,CM-GAD-B,169,205.50607750387073,381,PLT-SG,192.5255162636507,196.4749441209033,381,BATCH-000721,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00182,ORD-00028684,CM-GAD-B,169,208.97054772852957,750,PLT-SG,196.16438515639535,208.66772058522787,750,BATCH-000721,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00084,ORD-00030355,CM-IOD-A,153,187.8527143527486,463,PLT-NL,173.61949864015128,177.21644345458205,463,BATCH-000763,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00096,ORD-00030362,CM-IOD-A,154,188.4937789073066,1064,PLT-NL,174.6836386454389,177.71973268198713,1064,BATCH-000763,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00125,ORD-00031463,CM-GAD-B,157,197.7933150583229,690,PLT-IT,181.6660071160284,183.80629251389692,690,BATCH-000795,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00059,ORD-00031468,CM-GAD-B,154,193.79615347054553,466,PLT-IT,177.41231409540262,185.0472768618939,466,BATCH-000795,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00083,ORD-00031483,CM-GAD-B,154,194.52794871996676,448,PLT-IT,180.79806222627357,184.5671283044296,448,BATCH-000795,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00137,ORD-00031494,CM-GAD-B,157,196.17989748627005,444,PLT-IT,181.16710575985,185.8032855979368,444,BATCH-000795,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00170,ORD-00033254,CM-GAD-A,170,209.10370269323235,519,PLT-NL,193.73796134396855,196.6631194951266,519,BATCH-000838,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00057,ORD-00033259,CM-GAD-A,169,210.012863880964,448,PLT-NL,193.40176805061387,205.846471760524,448,BATCH-000838,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00028,ORD-00033268,CM-GAD-A,165,205.03941167462114,991,PLT-NL,191.8881809303715,200.7850273412759,991,BATCH-000838,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00113,ORD-00033310,CM-IOD-B,150,185.26842820982918,651,PLT-IT,172.786317767126,176.34235581669338,651,BATCH-000840,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00095,ORD-00033316,CM-IOD-B,151,184.93547808556684,688,PLT-IT,172.71903405716824,181.3224940523292,688,BATCH-000840,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00146,ORD-00033325,CM-IOD-B,150,186.5939456779,1030,PLT-IT,171.0108049981914,182.998778743203,1030,BATCH-000840,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00169,ORD-00033328,CM-IOD-B,153,187.1036511174234,662,PLT-IT,171.4766578049481,183.4719531743418,662,BATCH-000840,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00002,ORD-00033343,CM-BAR-A,172,202.49335363938158,1013,PLT-NL,190.86778946158276,203.7735289919023,1013,BATCH-000841,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00113,ORD-00033366,CM-BAR-A,175,205.56659508627564,657,PLT-NL,190.11716291351695,193.60915290665594,472,BATCH-000841,Diagnostic Imaging EMEA,True,True,False,False,False,5
CUST-00201,ORD-00033482,CM-IOD-B,176,212.30794050068286,872,PLT-NL,199.15491151756586,209.96473804304242,872,BATCH-000845,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00200,ORD-00033504,CM-IOD-B,179,213.3686766385548,906,PLT-NL,200.22991445767576,203.2115856531027,906,BATCH-000845,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00206,ORD-00033510,CM-IOD-B,176,212.8049626422725,722,PLT-NL,199.38711950766336,211.42919595229657,722,BATCH-000845,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00197,ORD-00033881,CM-IOD-B,157,192.43816185628214,1270,PLT-NL,176.77899732722133,189.1753695522326,1270,BATCH-000855,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00154,ORD-00033884,CM-IOD-B,155,189.92227121076263,972,PLT-NL,175.12943387312302,177.53883674531312,972,BATCH-000855,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00120,ORD-00033902,CM-IOD-B,152,185.8483910358246,794,PLT-NL,177.92410798909756,190.53973274668422,794,BATCH-000855,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00048,ORD-00033903,CM-IOD-B,156,189.180518790754,1678,PLT-NL,175.75414802774503,180.94410680581012,881,BATCH-000855,Diagnostic Imaging EMEA,True,True,False,False,False,5
CUST-00191,ORD-00033906,CM-IOD-B,156,190.43189918769488,511,PLT-NL,178.87812840688986,187.89571982436792,511,BATCH-000855,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00193,ORD-00033915,CM-IOD-B,152,187.4809153456857,1075,PLT-NL,179.0579129520666,190.53602758389286,1075,BATCH-000855,Diagnostic Imaging APAC,True,False,True,False,False,5
CUST-00122,ORD-00035069,CM-IOD-A,153,186.25998721072222,1469,PLT-IT,174.39346085223866,177.70526003928134,1469,BATCH-000885,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00110,ORD-00035743,CM-GAD-A,160,198.9856473593072,1444,PLT-IT,186.0466712210101,197.32311029319044,1444,BATCH-000902,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00142,ORD-00035761,CM-GAD-A,159,199.55680474143662,787,PLT-IT,187.66874540575859,190.9811746369658,787,BATCH-000902,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00071,ORD-00035768,CM-GAD-A,160,199.46009859103026,1111,PLT-IT,187.66676321637456,197.77343439315285,1111,BATCH-000902,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00049,ORD-00035966,CM-GAD-A,166,205.2375585574472,689,PLT-NL,194.83496604149497,203.68946684706614,689,BATCH-000908,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00175,ORD-00035967,CM-GAD-A,166,206.5487551351587,626,PLT-NL,193.5101457189265,204.3923556295537,626,BATCH-000908,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00045,ORD-00035970,CM-GAD-A,169,207.3287175632779,467,PLT-NL,195.01547206451042,198.3252181987195,467,BATCH-000908,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00176,ORD-00035988,CM-GAD-A,167,205.36112620419692,375,PLT-NL,197.0707377565136,206.38476182348194,375,BATCH-000908,Diagnostic Imaging Americas,True,False,True,False,False,5
CUST-00193,ORD-00035993,CM-GAD-A,169,209.63976439388944,1399,PLT-NL,196.10129292775684,208.29407457982464,1399,BATCH-000908,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00109,ORD-00036747,CM-BAR-B,163,196.68817167547604,535,PLT-NL,178.2218348703987,180.87659535284146,535,BATCH-000926,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00101,ORD-00036758,CM-BAR-B,163,193.08618284049544,564,PLT-NL,179.70602158182018,181.54371250852765,564,BATCH-000926,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00072,ORD-00038922,CM-IOD-A,172,206.70810244728915,801,PLT-NL,191.38982560948602,202.3385749010953,801,BATCH-000981,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00202,ORD-00038930,CM-IOD-A,172,207.25405691944894,1590,PLT-NL,191.17468232455082,201.22565841525562,1590,BATCH-000981,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00041,ORD-00038941,CM-IOD-A,169,202.29690868156356,727,PLT-NL,190.39005936130172,201.70879998696105,727,BATCH-000981,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00082,ORD-00039836,CM-BAR-B,167,200.52468403777556,644,PLT-IT,181.68617250866603,185.24838469737088,644,BATCH-001004,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00238,ORD-00039847,CM-BAR-B,162,194.30949192167273,431,PLT-IT,185.1768677835102,187.62322803832788,431,BATCH-001004,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00226,ORD-00039849,CM-BAR-B,165,199.30370681761232,886,PLT-IT,182.48133973980495,185.85436864745682,886,BATCH-001004,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00048,ORD-00039857,CM-BAR-B,163,194.65634595025946,726,PLT-IT,183.97046490078432,187.19283308905568,726,BATCH-001004,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00102,ORD-00039864,CM-BAR-B,167,198.98146861949743,274,PLT-IT,184.51606250340674,187.90382825457908,274,BATCH-001004,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00232,ORD-00040025,CM-IOD-A,156,190.3910545529097,1209,PLT-NL,179.54126180698444,181.93995611092026,1209,BATCH-001008,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00065,ORD-00040027,CM-IOD-A,155,187.50772919086089,931,PLT-NL,176.10015158893893,186.05375264839347,931,BATCH-001008,Diagnostic Imaging Americas,True,True,True,True,False,5
CUST-00040,ORD-00041352,CM-BAR-B,154,186.65120727243945,393,PLT-IT,171.890452207867,183.6992801913354,393,BATCH-001044,Diagnostic Imaging APAC,True,True,True,True,False,5
CUST-00087,ORD-00041362,CM-BAR-B,152,186.24182245740906,846,PLT-IT,172.46468328460244,175.47233585753648,846,BATCH-001044,Diagnostic Imaging EMEA,True,True,True,True,False,5
CUST-00200,ORD-00041371,CM-BAR-B,152,182.70588475823197,969,PLT-IT,172.11087510039906,174.79104001073438,969,BATCH-001044,Diagnostic Imaging EMEA,True,True,True,True,False,5
